Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2020/08/01 05:00:00+00,Prairie Mountain Health,6,50,12,37,1
2020/08/01 05:00:00+00,Southern Health-Santé Sud,6,67,11,54,2
2020/08/01 05:00:00+00,Winnipeg,2,255,10,240,5
2020/08/01 05:00:00+00,All,14,436,46,382,8
2020/08/02 05:00:00+00,Interlake-Eastern,1,62,13,49,0
2020/08/02 05:00:00+00,Northern,0,3,0,3,0
2020/08/02 05:00:00+00,Prairie Mountain Health,1,51,13,37,1
2020/08/02 05:00:00+00,Southern Health-Santé Sud,2,69,13,54,2
2020/08/02 05:00:00+00,Winnipeg,1,256,11,240,5
2020/08/02 05:00:00+00,All,5,441,50,383,8
2020/08/03 05:00:00+00,Interlake-Eastern,0,62,11,51,0
2020/08/03 05:00:00+00,Northern,0,3,0,3,0
2020/08/03 05:00:00+00,Prairie Mountain Health,0,51,13,37,1
2020/08/03 05:00:00+00,Southern Health-Santé Sud,1,70,13,55,2
2020/08/03 05:00:00+00,Winnipeg,1,257,10,242,5
2020/08/03 05:00:00+00,All,2,443,47,388,8
2020/08/04 05:00:00+00,Interlake-Eastern,0,62,8,54,0
2020/08/04 05:00:00+00,Northern,0,3,0,3,0
2020/08/04 05:00:00+00,Prairie Mountain Health,0,51,13,37,1
2020/08/04 05:00:00+00,Southern Health-Santé Sud,1,71,13,56,2
2020/08/04 05:00:00+00,Winnipeg,2,259,10,244,5
2020/08/04 05:00:00+00,All,3,446,44,394,8
2020/08/05 05:00:00+00,Interlake-Eastern,0,62,8,54,0
2020/08/05 05:00:00+00,Northern,0,3,0,3,0
2020/08/05 05:00:00+00,Prairie Mountain Health,18,69,29,39,1
2020/08/05 05:00:00+00,Southern Health-Santé Sud,10,81,23,56,2
2020/08/05 05:00:00+00,Winnipeg,1,260,10,245,5
2020/08/05 05:00:00+00,All,29,475,70,397,8
2020/08/06 05:00:00+00,Interlake-Eastern,0,62,8,54,0
2020/08/06 05:00:00+00,Northern,0,3,0,3,0
2020/08/06 05:00:00+00,Prairie Mountain Health,10,79,39,39,1
2020/08/06 05:00:00+00,Southern Health-Santé Sud,2,83,24,57,2
2020/08/06 05:00:00+00,Winnipeg,5,265,11,249,5
2020/08/06 05:00:00+00,All,17,492,82,402,8
2020/08/07 05:00:00+00,Interlake-Eastern,0,62,7,55,0
2020/08/07 05:00:00+00,Northern,0,3,0,3,0
2020/08/07 05:00:00+00,Prairie Mountain Health,12,91,48,42,1
2020/08/07 05:00:00+00,Southern Health-Santé Sud,4,87,28,57,2
2020/08/07 05:00:00+00,Winnipeg,0,265,11,249,5
2020/08/07 05:00:00+00,All,16,508,94,406,8
2020/08/08 05:00:00+00,Interlake-Eastern,1,63,7,56,0
2020/08/08 05:00:00+00,Northern,0,3,0,3,0
2020/08/08 05:00:00+00,Prairie Mountain Health,20,111,65,45,1
2020/08/08 05:00:00+00,Southern Health-Santé Sud,9,96,35,59,2
2020/08/08 05:00:00+00,Winnipeg,5,270,16,249,5
2020/08/08 05:00:00+00,All,35,543,123,412,8
2020/08/09 05:00:00+00,Interlake-Eastern,0,63,6,57,0
2020/08/09 05:00:00+00,Northern,0,3,0,3,0
2020/08/09 05:00:00+00,Prairie Mountain Health,11,122,76,45,1
2020/08/09 05:00:00+00,Southern Health-Santé Sud,6,102,40,60,2
2020/08/09 05:00:00+00,Winnipeg,0,270,16,249,5
2020/08/09 05:00:00+00,All,17,560,138,414,8
2020/08/10 05:00:00+00,Interlake-Eastern,0,63,5,58,0
2020/08/10 05:00:00+00,Northern,0,3,0,3,0
2020/08/10 05:00:00+00,Prairie Mountain Health,3,125,77,47,1
2020/08/10 05:00:00+00,Southern Health-Santé Sud,0,102,38,62,2
2020/08/10 05:00:00+00,Winnipeg,0,270,16,249,5
2020/08/10 05:00:00+00,All,3,563,136,419,8
2020/08/11 05:00:00+00,Interlake-Eastern,0,63,3,60,0
2020/08/11 05:00:00+00,Northern,0,3,0,3,0
2020/08/11 05:00:00+00,Prairie Mountain Health,4,129,78,50,1
2020/08/11 05:00:00+00,Southern Health-Santé Sud,1,103,35,66,2
2020/08/11 05:00:00+00,Winnipeg,10,280,23,252,5
2020/08/11 05:00:00+00,All,15,578,139,431,8
2020/08/12 05:00:00+00,Interlake-Eastern,0,63,3,60,0
2020/08/12 05:00:00+00,Northern,0,3,0,3,0
2020/08/12 05:00:00+00,Prairie Mountain Health,12,141,88,52,1
2020/08/12 05:00:00+00,Southern Health-Santé Sud,6,109,38,69,2
2020/08/12 05:00:00+00,Winnipeg,7,287,29,253,5
2020/08/12 05:00:00+00,All,25,603,158,437,8
2020/08/13 05:00:00+00,Interlake-Eastern,0,63,3,60,0
2020/08/13 05:00:00+00,Northern,0,3,0,3,0
2020/08/13 05:00:00+00,Prairie Mountain Health,24,165,107,57,1
2020/08/13 05:00:00+00,Southern Health-Santé Sud,5,114,40,72,2
2020/08/13 05:00:00+00,Winnipeg,9,296,37,254,5
2020/08/13 05:00:00+00,All,38,641,187,446,8
2020/08/14 05:00:00+00,All,19,660,189,462,9
2020/08/14 05:00:00+00,Interlake-Eastern,0,63,3,60,0
2020/08/14 05:00:00+00,Northern,0,3,0,3,0
2020/08/14 05:00:00+00,Prairie Mountain Health,7,172,109,62,1
2020/08/14 05:00:00+00,Southern Health-Santé Sud,6,120,35,82,3
2020/08/14 05:00:00+00,Winnipeg,6,302,42,255,5
2020/08/15 05:00:00+00,All,36,696,183,503,10
2020/08/15 05:00:00+00,Interlake-Eastern,0,63,3,60,0
2020/08/15 05:00:00+00,Northern,0,3,0,3,0
2020/08/15 05:00:00+00,Prairie Mountain Health,9,181,84,96,1
2020/08/15 05:00:00+00,Southern Health-Santé Sud,22,142,52,86,4
2020/08/15 05:00:00+00,Winnipeg,5,307,44,258,5
2020/08/16 05:00:00+00,All,40,736,212,513,11
2020/08/16 05:00:00+00,Interlake-Eastern,0,63,3,60,0
2020/08/16 05:00:00+00,Northern,0,3,0,3,0
2020/08/16 05:00:00+00,Prairie Mountain Health,20,201,97,103,1
2020/08/16 05:00:00+00,Southern Health-Santé Sud,12,154,61,88,5
2020/08/16 05:00:00+00,Winnipeg,8,315,51,259,5
2020/08/17 05:00:00+00,All,13,749,205,532,12
2020/08/17 05:00:00+00,Interlake-Eastern,2,65,5,60,0
2020/08/17 05:00:00+00,Northern,0,3,0,3,0
2020/08/17 05:00:00+00,Prairie Mountain Health,3,204,91,112,1
2020/08/17 05:00:00+00,Southern Health-Santé Sud,1,155,52,97,6
2020/08/17 05:00:00+00,Winnipeg,7,322,57,260,5
2020/08/18 05:00:00+00,Interlake-Eastern,0,65,5,60,0
2020/08/18 05:00:00+00,Northern,0,3,0,3,0
2020/08/18 05:00:00+00,Prairie Mountain Health,13,217,90,126,1
2020/08/18 05:00:00+00,Southern Health-Santé Sud,1,156,38,112,6
2020/08/18 05:00:00+00,Winnipeg,1,323,55,263,5
2020/08/18 05:00:00+00,All,15,764,188,564,12
2020/08/19 05:00:00+00,Interlake-Eastern,0,65,5,60,0
2020/08/19 05:00:00+00,Northern,0,3,0,3,0
2020/08/19 05:00:00+00,Prairie Mountain Health,18,235,95,139,1
2020/08/19 05:00:00+00,Southern Health-Santé Sud,10,166,45,115,6
2020/08/19 05:00:00+00,Winnipeg,5,328,58,265,5
2020/08/19 05:00:00+00,All,33,797,203,582,12
2020/08/20 05:00:00+00,Interlake-Eastern,1,66,6,60,0
2020/08/20 05:00:00+00,Northern,0,3,0,3,0
2020/08/20 05:00:00+00,Prairie Mountain Health,7,242,98,143,1
2020/08/20 05:00:00+00,Southern Health-Santé Sud,18,184,58,120,6
2020/08/20 05:00:00+00,Winnipeg,9,337,58,274,5
2020/08/20 05:00:00+00,All,35,832,220,600,12
2020/08/21 05:00:00+00,Interlake-Eastern,0,66,6,60,0
2020/08/21 05:00:00+00,Northern,0,3,0,3,0
2020/08/21 05:00:00+00,Prairie Mountain Health,24,266,104,161,1
2020/08/21 05:00:00+00,Southern Health-Santé Sud,16,200,70,124,6
2020/08/21 05:00:00+00,Winnipeg,2,339,55,279,5
2020/08/21 05:00:00+00,All,42,874,235,627,12
2020/08/22 05:00:00+00,Interlake-Eastern,2,68,7,61,0
2020/08/22 05:00:00+00,Northern,1,4,1,3,0
2020/08/22 05:00:00+00,Prairie Mountain Health,68,334,165,168,1
2020/08/22 05:00:00+00,Southern Health-Santé Sud,17,217,85,126,6
2020/08/22 05:00:00+00,Winnipeg,10,349,62,282,5
2020/08/22 05:00:00+00,All,98,972,320,640,12
2020/08/23 05:00:00+00,All,28,1000,326,661,13
2020/08/23 05:00:00+00,Interlake-Eastern,1,69,8,61,0
2020/08/23 05:00:00+00,Northern,0,4,1,3,0
2020/08/23 05:00:00+00,Prairie Mountain Health,17,351,176,174,1
2020/08/23 05:00:00+00,Southern Health-Santé Sud,3,220,80,133,7
2020/08/23 05:00:00+00,Winnipeg,7,356,61,290,5
2020/08/24 05:00:00+00,Interlake-Eastern,0,69,8,61,0
2020/08/24 05:00:00+00,Northern,0,4,1,3,0
2020/08/24 05:00:00+00,Prairie Mountain Health,13,364,181,182,1
2020/08/24 05:00:00+00,Southern Health-Santé Sud,9,229,82,140,7
2020/08/24 05:00:00+00,Winnipeg,6,362,65,292,5
2020/08/24 05:00:00+00,All,28,1028,337,678,13
2020/08/25 05:00:00+00,Interlake-Eastern,1,70,9,61,0
2020/08/25 05:00:00+00,Northern,0,4,0,4,0
2020/08/25 05:00:00+00,Prairie Mountain Health,9,373,177,195,1
2020/08/25 05:00:00+00,Southern Health-Santé Sud,7,236,80,149,7
2020/08/25 05:00:00+00,Winnipeg,9,371,65,301,5
2020/08/25 05:00:00+00,All,26,1054,331,710,13
2020/08/26 05:00:00+00,All,33,1087,330,743,14
2020/08/26 05:00:00+00,Interlake-Eastern,3,73,12,61,0
2020/08/26 05:00:00+00,Northern,0,4,0,4,0
2020/08/26 05:00:00+00,Prairie Mountain Health,17,390,185,204,1
2020/08/26 05:00:00+00,Southern Health-Santé Sud,7,243,71,164,8
2020/08/26 05:00:00+00,Winnipeg,6,377,62,310,5
2020/08/27 05:00:00+00,Interlake-Eastern,0,73,10,63,0
2020/08/27 05:00:00+00,Northern,0,4,0,4,0
2020/08/27 05:00:00+00,Prairie Mountain Health,15,405,176,228,1
2020/08/27 05:00:00+00,Southern Health-Santé Sud,5,248,68,172,8
2020/08/27 05:00:00+00,Winnipeg,7,384,62,317,5
2020/08/27 05:00:00+00,All,27,1114,316,784,14
2020/08/28 05:00:00+00,Interlake-Eastern,1,74,10,64,0
2020/08/28 05:00:00+00,Northern,0,4,0,4,0
2020/08/28 05:00:00+00,Prairie Mountain Health,25,430,173,256,1
2020/08/28 05:00:00+00,Southern Health-Santé Sud,4,252,62,182,8
2020/08/28 05:00:00+00,Winnipeg,17,401,71,325,5
2020/08/28 05:00:00+00,All,47,1161,316,831,14
2020/08/29 05:00:00+00,Interlake-Eastern,1,75,11,64,0
2020/08/29 05:00:00+00,Northern,0,4,0,4,0
2020/08/29 05:00:00+00,Prairie Mountain Health,12,442,167,274,1
2020/08/29 05:00:00+00,Southern Health-Santé Sud,6,258,55,195,8
2020/08/29 05:00:00+00,Winnipeg,17,418,86,327,5
2020/08/29 05:00:00+00,All,36,1197,319,864,14
2020/08/30 05:00:00+00,Interlake-Eastern,2,77,13,64,0
2020/08/30 05:00:00+00,Northern,0,4,0,4,0
2020/08/30 05:00:00+00,Prairie Mountain Health,12,454,148,305,1
2020/08/30 05:00:00+00,Southern Health-Santé Sud,5,263,47,208,8
2020/08/30 05:00:00+00,Winnipeg,6,424,89,330,5
2020/08/30 05:00:00+00,All,25,1222,297,911,14
2020/08/31 05:00:00+00,Interlake-Eastern,0,77,13,64,0
2020/08/31 05:00:00+00,Northern,0,4,0,4,0
2020/08/31 05:00:00+00,Prairie Mountain Health,6,460,135,324,1
2020/08/31 05:00:00+00,Southern Health-Santé Sud,1,264,33,223,8
2020/08/31 05:00:00+00,Winnipeg,11,435,86,344,5
2020/08/31 05:00:00+00,All,18,1240,267,959,14
2020/09/01 05:00:00+00,All,7,1247,228,1004,15
2020/09/01 05:00:00+00,Interlake-Eastern,0,77,9,68,0
2020/09/01 05:00:00+00,Northern,0,4,0,4,0
2020/09/01 05:00:00+00,Prairie Mountain Health,2,462,118,343,1
2020/09/01 05:00:00+00,Southern Health-Santé Sud,1,265,25,231,9
2020/09/01 05:00:00+00,Winnipeg,4,439,76,358,5
2020/09/02 05:00:00+00,All,20,1267,215,1036,16
2020/09/02 05:00:00+00,Interlake-Eastern,1,78,6,72,0
2020/09/02 05:00:00+00,Northern,0,4,0,4,0
2020/09/02 05:00:00+00,Prairie Mountain Health,6,468,109,358,1
2020/09/02 05:00:00+00,Southern Health-Santé Sud,0,265,23,232,10
2020/09/02 05:00:00+00,Winnipeg,13,452,77,370,5
2020/09/03 05:00:00+00,Interlake-Eastern,0,78,6,72,0
2020/09/03 05:00:00+00,Northern,0,4,0,4,0
2020/09/03 05:00:00+00,Prairie Mountain Health,1,469,89,379,1
2020/09/03 05:00:00+00,Southern Health-Santé Sud,2,267,21,236,10
2020/09/03 05:00:00+00,Winnipeg,6,458,75,378,5
2020/09/03 05:00:00+00,All,9,1276,191,1069,16
2020/09/04 05:00:00+00,Interlake-Eastern,3,81,6,75,0
2020/09/04 05:00:00+00,Northern,0,4,0,4,0
2020/09/04 05:00:00+00,Prairie Mountain Health,5,474,79,394,1
2020/09/04 05:00:00+00,Southern Health-Santé Sud,6,273,23,240,10
2020/09/04 05:00:00+00,Winnipeg,19,477,85,387,5
2020/09/04 05:00:00+00,All,33,1309,193,1100,16
2020/09/05 05:00:00+00,Interlake-Eastern,1,82,7,75,0
2020/09/05 05:00:00+00,Northern,0,4,0,4,0
2020/09/05 05:00:00+00,Prairie Mountain Health,2,476,60,415,1
2020/09/05 05:00:00+00,Southern Health-Santé Sud,5,278,26,242,10
2020/09/05 05:00:00+00,Winnipeg,8,485,81,399,5
2020/09/05 05:00:00+00,All,16,1325,174,1135,16
2020/09/06 05:00:00+00,Interlake-Eastern,1,83,7,76,0
2020/09/06 05:00:00+00,Northern,0,4,0,4,0
2020/09/06 05:00:00+00,Prairie Mountain Health,6,482,55,426,1
2020/09/06 05:00:00+00,Southern Health-Santé Sud,1,279,25,244,10
2020/09/06 05:00:00+00,Winnipeg,8,493,82,406,5
2020/09/06 05:00:00+00,All,16,1341,169,1156,16
2020/09/07 05:00:00+00,Interlake-Eastern,1,84,8,76,0
2020/09/07 05:00:00+00,Northern,0,4,0,4,0
2020/09/07 05:00:00+00,Prairie Mountain Health,0,482,48,433,1
2020/09/07 05:00:00+00,Southern Health-Santé Sud,2,281,21,250,10
2020/09/07 05:00:00+00,Winnipeg,7,500,81,414,5
2020/09/07 05:00:00+00,All,10,1351,158,1177,16
2020/09/08 05:00:00+00,Interlake-Eastern,0,84,7,77,0
2020/09/08 05:00:00+00,Northern,0,4,0,4,0
2020/09/08 05:00:00+00,Prairie Mountain Health,1,483,42,440,1
2020/09/08 05:00:00+00,Southern Health-Santé Sud,1,282,21,251,10
2020/09/08 05:00:00+00,Winnipeg,14,514,82,427,5
2020/09/08 05:00:00+00,All,16,1367,152,1199,16
2020/09/09 05:00:00+00,Interlake-Eastern,2,86,9,77,0
2020/09/09 05:00:00+00,Northern,0,4,0,4,0
2020/09/09 05:00:00+00,Prairie Mountain Health,1,484,35,448,1
2020/09/09 05:00:00+00,Southern Health-Santé Sud,2,284,22,252,10
2020/09/09 05:00:00+00,Winnipeg,9,523,83,435,5
2020/09/09 05:00:00+00,All,14,1381,149,1216,16
2020/09/10 05:00:00+00,Interlake-Eastern,0,86,9,77,0
2020/09/10 05:00:00+00,Northern,0,4,0,4,0
2020/09/10 05:00:00+00,Prairie Mountain Health,4,488,32,455,1
2020/09/10 05:00:00+00,Southern Health-Santé Sud,3,287,22,255,10
2020/09/10 05:00:00+00,Winnipeg,8,531,82,444,5
2020/09/10 05:00:00+00,All,15,1396,145,1235,16
2020/09/11 05:00:00+00,Interlake-Eastern,5,91,14,77,0
2020/09/11 05:00:00+00,Northern,0,4,0,4,0
2020/09/11 05:00:00+00,Prairie Mountain Health,2,490,29,460,1
2020/09/11 05:00:00+00,Southern Health-Santé Sud,2,289,24,255,10
2020/09/11 05:00:00+00,Winnipeg,8,539,82,452,5
2020/09/11 05:00:00+00,All,17,1413,149,1248,16
2020/09/12 05:00:00+00,Interlake-Eastern,3,94,17,77,0
2020/09/12 05:00:00+00,Northern,0,4,0,4,0
2020/09/12 05:00:00+00,Prairie Mountain Health,1,491,30,460,1
2020/09/12 05:00:00+00,Southern Health-Santé Sud,3,292,24,258,10
2020/09/12 05:00:00+00,Winnipeg,13,552,80,467,5
2020/09/12 05:00:00+00,All,20,1433,151,1266,16
2020/09/13 05:00:00+00,Interlake-Eastern,1,95,18,77,0
2020/09/13 05:00:00+00,Northern,0,4,0,4,0
2020/09/13 05:00:00+00,Prairie Mountain Health,0,491,25,465,1
2020/09/13 05:00:00+00,Southern Health-Santé Sud,3,295,25,260,10
2020/09/13 05:00:00+00,Winnipeg,15,567,87,475,5
2020/09/13 05:00:00+00,All,19,1452,155,1281,16
2020/09/14 05:00:00+00,Interlake-Eastern,1,96,18,78,0
2020/09/14 05:00:00+00,Northern,0,4,0,4,0
2020/09/14 05:00:00+00,Prairie Mountain Health,1,492,24,467,1
2020/09/14 05:00:00+00,Southern Health-Santé Sud,2,297,26,261,10
2020/09/14 05:00:00+00,Winnipeg,13,580,84,491,5
2020/09/14 05:00:00+00,All,17,1469,152,1301,16
2020/09/15 05:00:00+00,Interlake-Eastern,2,98,18,80,0
2020/09/15 05:00:00+00,Northern,0,4,0,4,0
2020/09/15 05:00:00+00,Prairie Mountain Health,0,492,19,472,1
2020/09/15 05:00:00+00,Southern Health-Santé Sud,0,297,25,262,10
2020/09/15 05:00:00+00,Winnipeg,21,601,91,505,5
2020/09/15 05:00:00+00,All,23,1492,153,1323,16
2020/09/16 05:00:00+00,Interlake-Eastern,0,98,17,81,0
2020/09/16 05:00:00+00,Northern,0,4,0,4,0
2020/09/16 05:00:00+00,Prairie Mountain Health,1,493,18,474,1
2020/09/16 05:00:00+00,Southern Health-Santé Sud,2,299,27,262,10
2020/09/16 05:00:00+00,Winnipeg,8,609,82,522,5
2020/09/16 05:00:00+00,All,11,1503,144,1343,16
2020/09/17 05:00:00+00,Interlake-Eastern,4,102,20,82,0
2020/09/17 05:00:00+00,Northern,0,4,0,4,0
2020/09/17 05:00:00+00,Prairie Mountain Health,4,497,16,480,1
2020/09/17 05:00:00+00,Southern Health-Santé Sud,3,302,27,265,10
2020/09/17 05:00:00+00,Winnipeg,29,638,98,535,5
2020/09/17 05:00:00+00,All,40,1543,161,1366,16
2020/09/18 05:00:00+00,Interlake-Eastern,0,102,15,87,0
2020/09/18 05:00:00+00,Northern,0,4,0,4,0
2020/09/18 05:00:00+00,Prairie Mountain Health,3,500,18,481,1
2020/09/18 05:00:00+00,Southern Health-Santé Sud,1,303,24,269,10
2020/09/18 05:00:00+00,Winnipeg,13,651,96,550,5
2020/09/18 05:00:00+00,All,17,1560,153,1391,16
2020/09/19 05:00:00+00,Interlake-Eastern,2,104,17,87,0
2020/09/19 05:00:00+00,Northern,0,4,0,4,0
2020/09/19 05:00:00+00,Prairie Mountain Health,3,503,18,484,1
2020/09/19 05:00:00+00,Southern Health-Santé Sud,1,304,24,270,10
2020/09/19 05:00:00+00,Winnipeg,23,674,105,564,5
2020/09/19 05:00:00+00,All,29,1589,164,1409,16
2020/09/20 05:00:00+00,All,22,1611,171,1422,18
2020/09/20 05:00:00+00,Interlake-Eastern,1,105,12,93,0
2020/09/20 05:00:00+00,Northern,0,4,0,4,0
2020/09/20 05:00:00+00,Prairie Mountain Health,1,504,16,486,2
2020/09/20 05:00:00+00,Southern Health-Santé Sud,3,307,26,270,11
2020/09/20 05:00:00+00,Winnipeg,17,691,117,569,5
2020/09/21 05:00:00+00,All,24,1635,179,1437,19
2020/09/21 05:00:00+00,Interlake-Eastern,2,107,11,96,0
2020/09/21 05:00:00+00,Northern,0,4,0,4,0
2020/09/21 05:00:00+00,Prairie Mountain Health,0,504,15,487,2
2020/09/21 05:00:00+00,Southern Health-Santé Sud,2,309,24,274,11
2020/09/21 05:00:00+00,Winnipeg,20,711,129,576,6
2020/09/22 05:00:00+00,Interlake-Eastern,2,109,11,98,0
2020/09/22 05:00:00+00,Northern,0,4,0,4,0
2020/09/22 05:00:00+00,Prairie Mountain Health,3,507,18,487,2
2020/09/22 05:00:00+00,Southern Health-Santé Sud,6,315,27,277,11
2020/09/22 05:00:00+00,Winnipeg,31,742,152,584,6
2020/09/22 05:00:00+00,All,42,1677,208,1450,19
2020/09/23 05:00:00+00,Interlake-Eastern,4,113,13,100,0
2020/09/23 05:00:00+00,Northern,0,4,0,4,0
2020/09/23 05:00:00+00,Prairie Mountain Health,1,508,19,487,2
2020/09/23 05:00:00+00,Southern Health-Santé Sud,2,317,26,280,11
2020/09/23 05:00:00+00,Winnipeg,33,775,172,597,6
2020/09/23 05:00:00+00,All,40,1717,230,1468,19
2020/09/24 05:00:00+00,Interlake-Eastern,2,115,15,100,0
2020/09/24 05:00:00+00,Northern,2,6,2,4,0
2020/09/24 05:00:00+00,Prairie Mountain Health,1,509,17,490,2
2020/09/24 05:00:00+00,Southern Health-Santé Sud,3,320,27,282,11
2020/09/24 05:00:00+00,Winnipeg,50,825,207,612,6
2020/09/24 05:00:00+00,All,58,1775,268,1488,19
2020/09/25 05:00:00+00,Interlake-Eastern,3,118,16,102,0
2020/09/25 05:00:00+00,Northern,0,6,2,4,0
2020/09/25 05:00:00+00,Prairie Mountain Health,2,511,19,490,2
2020/09/25 05:00:00+00,Southern Health-Santé Sud,5,325,31,283,11
2020/09/25 05:00:00+00,Winnipeg,56,881,242,633,6
2020/09/25 05:00:00+00,All,66,1841,310,1512,19
2020/09/26 05:00:00+00,All,42,1883,334,1529,20
2020/09/26 05:00:00+00,Interlake-Eastern,8,126,23,103,0
2020/09/26 05:00:00+00,Northern,2,8,4,4,0
2020/09/26 05:00:00+00,Prairie Mountain Health,1,512,17,492,3
2020/09/26 05:00:00+00,Southern Health-Santé Sud,2,327,28,288,11
2020/09/26 05:00:00+00,Winnipeg,29,910,262,642,6
2020/09/27 05:00:00+00,Interlake-Eastern,8,134,25,109,0
2020/09/27 05:00:00+00,Northern,7,15,11,4,0
2020/09/27 05:00:00+00,Prairie Mountain Health,0,512,14,495,3
2020/09/27 05:00:00+00,Southern Health-Santé Sud,4,331,27,293,11
2020/09/27 05:00:00+00,Winnipeg,25,935,280,649,6
2020/09/27 05:00:00+00,All,44,1927,357,1550,20
2020/09/28 05:00:00+00,Interlake-Eastern,4,138,26,112,0
2020/09/28 05:00:00+00,Northern,1,16,12,4,0
2020/09/28 05:00:00+00,Prairie Mountain Health,0,512,13,496,3
2020/09/28 05:00:00+00,Southern Health-Santé Sud,4,335,31,293,11
2020/09/28 05:00:00+00,Winnipeg,26,961,289,666,6
2020/09/28 05:00:00+00,All,35,1962,371,1571,20
2020/09/29 05:00:00+00,All,38,2000,393,1586,21
2020/09/29 05:00:00+00,Interlake-Eastern,2,140,25,115,0
2020/09/29 05:00:00+00,Northern,1,17,13,4,0
2020/09/29 05:00:00+00,Prairie Mountain Health,1,513,12,498,3
2020/09/29 05:00:00+00,Southern Health-Santé Sud,3,338,33,294,11
2020/09/29 05:00:00+00,Winnipeg,31,992,310,675,7
2020/09/30 05:00:00+00,Interlake-Eastern,2,142,23,119,0
2020/09/30 05:00:00+00,Northern,0,17,13,4,0
2020/09/30 05:00:00+00,Prairie Mountain Health,4,517,14,500,3
2020/09/30 05:00:00+00,Southern Health-Santé Sud,2,340,29,300,11
2020/09/30 05:00:00+00,Winnipeg,25,1017,319,691,7
2020/09/30 05:00:00+00,All,33,2033,398,1614,21
2020/10/01 05:00:00+00,All,40,2073,416,1635,22
2020/10/01 05:00:00+00,Interlake-Eastern,7,149,28,121,0
2020/10/01 05:00:00+00,Northern,0,17,13,4,0
2020/10/01 05:00:00+00,Prairie Mountain Health,2,519,16,500,3
2020/10/01 05:00:00+00,Southern Health-Santé Sud,1,341,26,304,11
2020/10/01 05:00:00+00,Winnipeg,30,1047,333,706,8
2020/10/02 05:00:00+00,Interlake-Eastern,5,154,26,128,0
2020/10/02 05:00:00+00,Northern,0,17,12,5,0
2020/10/02 05:00:00+00,Prairie Mountain Health,1,520,15,502,3
2020/10/02 05:00:00+00,Southern Health-Santé Sud,3,344,23,310,11
2020/10/02 05:00:00+00,Winnipeg,36,1083,362,713,8
2020/10/02 05:00:00+00,All,45,2118,438,1658,22
2020/10/03 05:00:00+00,All,44,2162,471,1668,23
2020/10/03 05:00:00+00,Interlake-Eastern,5,159,31,128,0
2020/10/03 05:00:00+00,Northern,1,18,13,5,0
2020/10/03 05:00:00+00,Prairie Mountain Health,1,521,13,505,3
2020/10/03 05:00:00+00,Southern Health-Santé Sud,5,349,24,314,11
2020/10/03 05:00:00+00,Winnipeg,32,1115,390,716,9
2020/10/04 05:00:00+00,All,28,2190,475,1691,24
2020/10/04 05:00:00+00,Interlake-Eastern,5,164,33,131,0
2020/10/04 05:00:00+00,Northern,0,18,10,8,0
2020/10/04 05:00:00+00,Prairie Mountain Health,0,521,12,505,4
2020/10/04 05:00:00+00,Southern Health-Santé Sud,1,350,23,316,11
2020/10/04 05:00:00+00,Winnipeg,22,1137,397,731,9
2020/10/05 05:00:00+00,Interlake-Eastern,21,185,49,136,0
2020/10/05 05:00:00+00,Northern,0,18,9,9,0
2020/10/05 05:00:00+00,Prairie Mountain Health,2,523,13,506,4
2020/10/05 05:00:00+00,Southern Health-Santé Sud,2,352,16,325,11
2020/10/05 05:00:00+00,Winnipeg,31,1168,412,747,9
2020/10/05 05:00:00+00,All,56,2246,499,1723,24
2020/10/06 05:00:00+00,All,45,2291,518,1746,27
2020/10/06 05:00:00+00,Interlake-Eastern,8,193,53,139,1
2020/10/06 05:00:00+00,Northern,0,18,9,9,0
2020/10/06 05:00:00+00,Prairie Mountain Health,2,525,15,506,4
2020/10/06 05:00:00+00,Southern Health-Santé Sud,3,355,18,326,11
2020/10/06 05:00:00+00,Winnipeg,32,1200,423,766,11
2020/10/07 05:00:00+00,All,58,2349,547,1774,28
2020/10/07 05:00:00+00,Interlake-Eastern,3,196,55,140,1
2020/10/07 05:00:00+00,Northern,0,18,9,9,0
2020/10/07 05:00:00+00,Prairie Mountain Health,0,525,14,507,4
2020/10/07 05:00:00+00,Southern Health-Santé Sud,9,364,23,330,11
2020/10/07 05:00:00+00,Winnipeg,46,1246,446,788,12
2020/10/08 05:00:00+00,All,97,2446,613,1802,31
2020/10/08 05:00:00+00,Interlake-Eastern,12,208,63,144,1
2020/10/08 05:00:00+00,Northern,1,19,4,15,0
2020/10/08 05:00:00+00,Prairie Mountain Health,3,528,16,508,4
2020/10/08 05:00:00+00,Southern Health-Santé Sud,8,372,26,335,11
2020/10/08 05:00:00+00,Winnipeg,73,1319,504,800,15
2020/10/09 05:00:00+00,All,86,2532,675,1825,32
2020/10/09 05:00:00+00,Interlake-Eastern,8,216,67,148,1
2020/10/09 05:00:00+00,Northern,0,19,4,15,0
2020/10/09 05:00:00+00,Prairie Mountain Health,4,532,16,512,4
2020/10/09 05:00:00+00,Southern Health-Santé Sud,6,378,31,336,11
2020/10/09 05:00:00+00,Winnipeg,68,1387,557,814,16
2020/10/10 05:00:00+00,All,130,2662,786,1843,33
2020/10/10 05:00:00+00,Interlake-Eastern,5,221,67,153,1
2020/10/10 05:00:00+00,Northern,6,25,9,16,0
2020/10/10 05:00:00+00,Prairie Mountain Health,4,536,18,514,4
